id,passenger_name,age,gender,train_no,booking_type,source,destination,coach,seat_no,fare,travel_date,ticket_status,crowd_level
3867,Mia Kowalski,31,Genderfluid,63080,Tatkal,Visakhapatnam,Gandhinagar,D1,14,1622,5/2/2024,Waiting,medium
3868,Maya Kowalski,70,Genderqueer,63117,Online,Visakhapatnam,Nashik,S3,59,1494,5/17/2025,Confirmed,medium
3869,Sofia Smith,60,Agender,63154,Tatkal,Visakhapatnam,Aurangabad,A2,30,1627,5/18/2023,Waiting,medium
3870,Nora Martin,64,Genderfluid,63191,Tatkal,Visakhapatnam,Kolhapur,S3,71,1586,1/18/2023,RAC,medium
3871,Omar Tanaka,40,Genderqueer,63228,Direct,Visakhapatnam,Solapur,B1,29,1574,4/16/2025,Waiting,medium
3872,Daniel Chen,6,Agender,63265,Tatkal,Visakhapatnam,Thane,S1,49,1533,7/23/2022,Confirmed,medium
3873,Hana Rao,44,Genderqueer,63302,Tatkal,Visakhapatnam,Navi Mumbai,S3,64,1724,8/5/2025,Waiting,high
3874,Daniel Lee,42,Polygender,63339,Online,Visakhapatnam,Amravati,B1,34,1654,5/9/2026,RAC,medium
3875,Mateo Patel,11,Male,63376,Counter,Visakhapatnam,Jodhpur,B1,2,1642,7/14/2024,Waiting,medium
3876,Lucas Singh,62,Female,63413,Direct,Visakhapatnam,Udaipur,S2,54,1659,2/23/2022,Waiting,medium
3877,Kenji Smith,29,Genderfluid,63450,Online,Visakhapatnam,Ajmer,S1,24,1618,9/6/2022,Confirmed,medium
3878,Ethan Dubois,38,Genderqueer,63487,Online,Visakhapatnam,Kota,S3,35,1606,12/24/2024,RAC,medium
3879,Sofia Singh,25,Genderqueer,63524,Counter,Visakhapatnam,Bikaner,B1,64,1710,4/18/2022,Confirmed,medium
3880,Lucas Rossi,64,Female,63561,Online,Visakhapatnam,Alwar,B1,41,1669,6/29/2023,Cancelled,medium
3881,Kenji Kim,79,Male,63598,Direct,Visakhapatnam,Varanasi,D1,67,1773,8/20/2024,Confirmed,high
3882,Leo Wilson,10,Genderqueer,63635,Tatkal,Visakhapatnam,Prayagraj,D1,18,1819,11/8/2025,RAC,high
3883,Daniel Rossi,27,Bigender,63672,Online,Visakhapatnam,Agra,S1,17,1691,4/25/2024,Waiting,medium
3884,Noah Muller,76,Female,63709,Tatkal,Visakhapatnam,Meerut,A2,12,1766,8/12/2024,RAC,high
3885,Sofia Garcia,67,Polygender,63746,Direct,Visakhapatnam,Bareilly,B2,37,1841,7/16/2025,Waiting,high
3886,Mia Garcia,46,Genderqueer,63783,Direct,Visakhapatnam,Gorakhpur,D1,8,1887,8/16/2022,Confirmed,high
3887,Nora Martin,26,Genderqueer,63820,Counter,Visakhapatnam,Mathura,B2,10,1846,8/31/2023,Confirmed,high
3888,Amina Santos,22,Male,63857,Online,Visakhapatnam,Dehradun,D1,65,1892,6/21/2022,Cancelled,high
3889,Mei Nielsen,60,Non-binary,63894,Online,Visakhapatnam,Haridwar,D1,27,1909,10/25/2025,RAC,high
3890,Zara Hassan,36,Non-binary,63931,Online,Visakhapatnam,Amritsar,A2,48,1926,3/22/2026,Cancelled,high
3891,Leo Lee,24,Polygender,63968,Counter,Visakhapatnam,Ludhiana,A1,56,1943,5/28/2024,Waiting,high
3892,Ava Khan,44,Bigender,64005,Tatkal,Visakhapatnam,Jalandhar,S3,36,1989,2/16/2026,Cancelled,high
3893,Ishaan Hassan,76,Bigender,64042,Online,Visakhapatnam,Patiala,D1,13,1948,4/21/2026,Confirmed,high
3894,Aarav Nielsen,43,Non-binary,64079,Tatkal,Visakhapatnam,Chandigarh,S2,38,2052,10/4/2023,Confirmed,high
3895,Kenji Patel,65,Female,64116,Direct,Visakhapatnam,Jammu,S3,56,1924,2/15/2022,Waiting,high
3896,Kenji Wilson,59,Agender,64153,Online,Visakhapatnam,Srinagar,S1,55,2028,3/1/2025,Waiting,high
3897,Amelia Muller,59,Genderfluid,64190,Tatkal,Visakhapatnam,Raipur,D1,71,1987,7/4/2024,Confirmed,high
3898,Noah Garcia,58,Non-binary,64227,Direct,Visakhapatnam,Bilaspur,D1,19,2062,7/1/2025,Waiting,high
3899,Yuki Smith,38,Male,64264,Tatkal,Visakhapatnam,Durg,S2,44,1963,11/24/2024,Confirmed,high
3900,Daniel Singh,78,Bigender,64301,Direct,Visakhapatnam,Jabalpur,D1,53,2096,2/23/2024,Confirmed,high
3901,Valeria Martin,31,Female,64338,Direct,Visakhapatnam,Gwalior,A1,16,2084,1/30/2022,RAC,high
3902,Omar Rossi,31,Genderfluid,64375,Online,Visakhapatnam,Ujjain,D1,38,2072,8/17/2023,Cancelled,high
3903,Noah Khan,27,Polygender,64412,Direct,Visakhapatnam,Rewa,S2,68,2031,8/17/2022,Confirmed,high
3904,Amina Sharma,41,Male,64449,Direct,Visakhapatnam,Dhanbad,D1,60,2135,11/19/2023,Cancelled,high
3905,Omar Tanaka,33,Non-binary,64486,Tatkal,Visakhapatnam,Asansol,A2,1,2152,2/15/2023,RAC,high
3906,Sofia Wilson,77,Bigender,64523,Online,Visakhapatnam,Jamshedpur,A2,42,2256,6/14/2025,Cancelled,high
3907,Omar Patel,49,Agender,64560,Counter,Visakhapatnam,Tatanagar,S3,30,2244,1/6/2026,Waiting,high
3908,Nora Smith,77,Agender,64597,Tatkal,Visakhapatnam,Gaya,D1,50,2116,8/23/2024,Confirmed,high
3909,Kenji Chen,64,Non-binary,64634,Direct,Visakhapatnam,Muzaffarpur,A1,52,2336,6/23/2024,Confirmed,high
3910,Ishaan Rossi,58,Male,64671,Online,Visakhapatnam,Bhagalpur,S1,44,2295,2/20/2022,Confirmed,high
3911,Yuki Patel,37,Genderfluid,64708,Direct,Visakhapatnam,Siliguri,A1,27,2283,11/24/2025,Confirmed,high
3912,Arjun Lee,14,Non-binary,64745,Counter,Visakhapatnam,New Jalpaiguri,A2,34,2474,1/8/2025,Waiting,high
3913,Emma Garcia,17,Polygender,64782,Tatkal,Visakhapatnam,Durgapur,A1,44,2317,10/8/2023,RAC,high
3914,Kenji Hassan,47,Genderqueer,64819,Tatkal,Visakhapatnam,Howrah,S3,72,2276,1/5/2025,Waiting,high
3915,Ava Kowalski,48,Female,64856,Online,Visakhapatnam,Malda,B1,27,2264,1/29/2024,RAC,high
3916,Eva Martin,67,Agender,64893,Direct,Visakhapatnam,Panaji,S3,49,2310,11/30/2024,Waiting,high
3917,Layla Sharma,43,Male,64930,Counter,Vijayawada,Delhi,D1,40,2187,2/23/2025,Confirmed,high
3918,Layla Silva,72,Non-binary,64967,Direct,Vijayawada,New Delhi,S2,29,2320,1/1/2024,Waiting,high
3919,Noah Brown,64,Polygender,65004,Counter,Vijayawada,Mumbai,B2,26,2250,3/19/2025,RAC,high
3920,Maya Singh,27,Male,65041,Tatkal,Vijayawada,Chennai,A1,6,2296,4/4/2024,Confirmed,high
3921,Ananya Rao,27,Male,65078,Tatkal,Vijayawada,Kolkata,B1,35,2313,6/25/2024,Waiting,high
3922,Leo Lee,64,Genderfluid,65115,Tatkal,Vijayawada,Bangalore,A2,34,2388,4/11/2024,Waiting,high
3923,Rohan Singh,17,Female,65152,Counter,Vijayawada,Hyderabad,D1,7,2405,5/22/2026,Confirmed,high
3924,Daniel Nakamura,34,Non-binary,65189,Counter,Vijayawada,Pune,S3,29,2277,8/19/2024,Cancelled,high
3925,Layla Brown,69,Genderfluid,65226,Counter,Vijayawada,Ahmedabad,S2,12,2439,7/12/2022,Cancelled,high
3926,Ishaan Lee,61,Female,65263,Tatkal,Vijayawada,Jaipur,S3,10,2369,8/18/2023,Waiting,high
3927,Hana Wilson,31,Genderqueer,65300,Direct,Vijayawada,Surat,D1,20,2357,5/1/2023,Waiting,high
3928,Mia Nielsen,52,Non-binary,65337,Online,Vijayawada,Lucknow,S2,51,2432,3/8/2024,Waiting,high
3929,Valeria Muller,57,Genderfluid,65374,Tatkal,Vijayawada,Kanpur,B1,67,2420,11/26/2025,Waiting,high
3930,Nora Silva,6,Male,65411,Tatkal,Vijayawada,Nagpur,S1,64,2437,11/8/2023,Waiting,high
3931,Leo Nielsen,51,Agender,65448,Counter,Vijayawada,Indore,S1,58,2454,5/7/2023,Waiting,high
3932,Eva Dubois,34,Agender,65485,Tatkal,Vijayawada,Bhopal,A2,53,2471,9/13/2023,Confirmed,high
3933,Ishaan Kim,59,Polygender,65522,Online,Vijayawada,Patna,S1,39,2459,3/10/2023,Confirmed,high
3934,Yuki Wilson,70,Male,65559,Counter,Vijayawada,Ranchi,S3,68,105,12/25/2022,Confirmed,low
3935,Rohan Wilson,62,Male,65596,Online,Vijayawada,Bhubaneswar,D1,56,267,5/29/2024,Waiting,low
3936,Kenji Brown,46,Male,65633,Counter,Vijayawada,Cuttack,D1,23,168,4/30/2023,Waiting,low
3937,Omar Ahmed,25,Genderqueer,65670,Tatkal,Vijayawada,Puri,A1,29,2498,5/14/2023,Confirmed,high
3938,Olivia Nakamura,70,Agender,65707,Tatkal,Vijayawada,Rourkela,S3,34,231,4/24/2025,Confirmed,low
3939,Yuki Rossi,37,Polygender,65744,Tatkal,Vijayawada,Sambalpur,S3,5,277,9/30/2025,Cancelled,low
3940,Kenji Sharma,37,Polygender,65781,Counter,Vijayawada,Guwahati,A1,24,265,9/13/2025,Waiting,low
3941,Yuki Nielsen,22,Male,65818,Tatkal,Vijayawada,Dibrugarh,S1,70,311,11/21/2023,Waiting,low
3942,Nora Wilson,55,Male,65855,Tatkal,Vijayawada,Agartala,S1,60,299,5/13/2026,RAC,low
3943,Ananya Silva,65,Genderqueer,65892,Direct,Vijayawada,Silchar,S3,50,287,4/30/2026,RAC,low
3944,Amina Khan,40,Genderfluid,65929,Tatkal,Vijayawada,Visakhapatnam,S2,54,478,1/23/2022,Cancelled,low
3945,Hana Muller,15,Agender,65966,Tatkal,Vijayawada,Guntur,A2,41,292,1/30/2023,Waiting,low
3946,Ananya Silva,7,Male,66003,Online,Vijayawada,Tirupati,S2,35,367,2/20/2025,RAC,low
3947,Zara Muller,76,Agender,66040,Counter,Vijayawada,Rajahmundry,D1,62,471,8/14/2022,Confirmed,low
3948,Arjun Kowalski,22,Polygender,66077,Online,Vijayawada,Warangal,S3,65,401,7/24/2022,Cancelled,low
3949,Olivia Dubois,10,Genderfluid,66114,Direct,Vijayawada,Nizamabad,S2,62,447,6/27/2025,Waiting,low
3950,Rohan Silva,73,Genderfluid,66151,Online,Vijayawada,Coimbatore,A1,40,493,4/13/2026,Confirmed,low
3951,Aarav Patel,16,Non-binary,66188,Online,Vijayawada,Madurai,A2,32,423,11/13/2024,Cancelled,low
3952,Amelia Martin,51,Genderfluid,66225,Direct,Vijayawada,Trichy,B1,70,411,1/2/2026,Waiting,low
3953,Mei Kowalski,46,Polygender,66262,Tatkal,Vijayawada,Salem,A2,38,399,6/13/2025,RAC,low
3954,Sofia Kim,45,Non-binary,66299,Tatkal,Vijayawada,Erode,S1,16,416,9/27/2023,Waiting,low
3955,Omar Rao,49,Genderfluid,66336,Online,Vijayawada,Tirunelveli,D1,29,607,2/8/2023,RAC,low
3956,Mateo Lee,13,Agender,66373,Direct,Vijayawada,Thoothukudi,S1,64,624,8/5/2023,Cancelled,low
3957,Maya Sharma,34,Agender,66410,Direct,Vijayawada,Vellore,B1,7,525,9/19/2023,Waiting,low
3958,Arjun Smith,59,Polygender,66447,Online,Vijayawada,Kochi,A2,1,484,2/15/2023,Cancelled,low
3959,Emma Kowalski,80,Genderqueer,66484,Online,Vijayawada,Thiruvananthapuram,S2,71,878,11/28/2022,Cancelled,low
3960,Mia Muller,78,Genderqueer,66521,Counter,Vijayawada,Kozhikode,B2,68,634,8/1/2023,Cancelled,low
3961,Mateo Kim,46,Genderqueer,66558,Online,Vijayawada,Thrissur,B2,60,622,10/15/2022,Confirmed,low
3962,Rohan Hassan,62,Male,66595,Direct,Vijayawada,Kollam,B2,32,581,2/12/2024,Confirmed,low
3963,Omar Lee,14,Non-binary,66632,Counter,Vijayawada,Mysore,S3,43,598,3/16/2026,Confirmed,low
3964,Mateo Wilson,73,Agender,66669,Counter,Vijayawada,Mangalore,S3,4,702,5/9/2024,Cancelled,low
3965,Amelia Silva,16,Female,66706,Direct,Vijayawada,Hubli,B2,39,603,3/20/2025,RAC,low
3966,Noah Lopez,64,Non-binary,66743,Counter,Vijayawada,Belgaum,A1,46,678,1/10/2022,Waiting,low
3967,Olivia Ahmed,55,Polygender,66780,Counter,Vijayawada,Davangere,B2,8,753,11/17/2025,Confirmed,low
3968,Eva Patel,77,Genderqueer,66817,Counter,Vijayawada,Vadodara,B2,23,741,10/7/2025,Confirmed,low
3969,Zara Nielsen,45,Non-binary,66854,Counter,Vijayawada,Rajkot,S3,52,700,9/3/2024,Confirmed,low
3970,Ananya Santos,77,Genderqueer,66891,Online,Vijayawada,Jamnagar,S2,52,775,5/24/2022,Cancelled,low
3971,Liam Silva,11,Agender,66928,Tatkal,Vijayawada,Bhavnagar,D1,19,821,12/29/2024,Waiting,low
3972,Ava Smith,9,Female,66965,Counter,Vijayawada,Gandhinagar,D1,66,896,9/6/2024,Confirmed,low
3973,Eva Dubois,34,Female,67002,Tatkal,Vijayawada,Nashik,B2,21,768,6/7/2023,Confirmed,low
3974,Noah Wilson,63,Agender,67039,Counter,Vijayawada,Aurangabad,A1,4,901,10/5/2025,RAC,low
3975,Ava Lopez,72,Agender,67076,Online,Vijayawada,Kolhapur,A1,62,860,3/22/2025,Waiting,low
3976,Nora Smith,15,Genderqueer,67113,Counter,Vijayawada,Solapur,D1,4,848,8/6/2023,Confirmed,low
3977,Zara Wilson,68,Male,67150,Counter,Vijayawada,Thane,A1,39,807,10/18/2025,Confirmed,low
3978,Yuki Kim,15,Agender,67187,Counter,Vijayawada,Navi Mumbai,B1,48,998,7/25/2022,Confirmed,medium
3979,Liam Tanaka,80,Bigender,67224,Direct,Vijayawada,Amravati,B1,50,928,7/3/2022,RAC,low
3980,Liam Ahmed,39,Female,67261,Tatkal,Vijayawada,Jodhpur,B2,66,916,4/22/2025,RAC,low
3981,Layla Lee,11,Male,67298,Tatkal,Vijayawada,Udaipur,B2,26,933,1/9/2023,Waiting,low
3982,Sofia Nakamura,18,Non-binary,67335,Online,Vijayawada,Ajmer,A2,54,892,10/4/2022,Waiting,low
3983,Valeria Garcia,40,Agender,67372,Direct,Vijayawada,Kota,B1,56,880,3/15/2023,Confirmed,low
3984,Ishaan Santos,70,Polygender,67409,Direct,Vijayawada,Bikaner,S3,31,984,8/20/2025,Confirmed,medium
3985,Zara Garcia,44,Agender,67446,Tatkal,Vijayawada,Alwar,A1,61,943,1/11/2024,RAC,low
3986,Lucas Hassan,19,Female,67483,Tatkal,Vijayawada,Varanasi,S1,51,1047,8/29/2023,RAC,medium
3987,Mei Martin,8,Genderqueer,67520,Counter,Vijayawada,Prayagraj,A1,69,1093,10/15/2025,Waiting,medium
3988,Nora Santos,16,Polygender,67557,Direct,Vijayawada,Agra,S3,16,965,10/22/2025,Cancelled,low
3989,Aarav Tanaka,35,Polygender,67594,Tatkal,Vijayawada,Meerut,D1,1,1040,4/20/2022,Cancelled,medium
3990,Mei Silva,6,Bigender,67631,Tatkal,Vijayawada,Bareilly,S2,36,1115,3/9/2022,Waiting,medium
3991,Mateo Rossi,29,Female,67668,Online,Vijayawada,Gorakhpur,B1,15,1161,9/21/2024,Confirmed,medium
3992,Ananya Dubois,63,Polygender,67705,Counter,Vijayawada,Mathura,A2,66,1120,7/23/2022,Cancelled,medium
3993,Daniel Silva,46,Male,67742,Tatkal,Vijayawada,Dehradun,D1,39,1166,10/26/2025,Waiting,medium
3994,Olivia Brown,70,Bigender,67779,Online,Vijayawada,Haridwar,S2,31,1183,3/27/2023,Confirmed,medium
3995,Mateo Chen,52,Polygender,67816,Counter,Vijayawada,Amritsar,D1,60,1200,3/17/2025,Waiting,medium
3996,Rohan Santos,18,Bigender,67853,Online,Vijayawada,Ludhiana,D1,18,1217,3/6/2022,Confirmed,medium
3997,Ethan Wilson,37,Female,67890,Direct,Vijayawada,Jalandhar,D1,33,1263,11/30/2025,Confirmed,medium
3998,Mia Muller,71,Genderfluid,67927,Tatkal,Vijayawada,Patiala,D1,65,1222,12/28/2023,Confirmed,medium
3999,Zara Tanaka,55,Agender,67964,Counter,Vijayawada,Chandigarh,S2,14,1326,6/17/2023,Confirmed,medium
4000,Mia Rossi,39,Bigender,68001,Direct,Vijayawada,Jammu,S1,45,1198,2/5/2025,Waiting,medium
4001,Rohan Rao,77,Bigender,68038,Direct,Vijayawada,Srinagar,S2,55,1302,12/1/2022,Waiting,medium
4002,Hana Wilson,47,Bigender,68075,Tatkal,Vijayawada,Raipur,B1,24,1261,3/18/2022,Cancelled,medium
4003,Hana Smith,79,Bigender,68112,Direct,Vijayawada,Bilaspur,B2,22,1336,7/17/2023,RAC,medium
4004,Maya Lopez,64,Bigender,68149,Tatkal,Vijayawada,Durg,S1,54,1237,11/13/2024,Cancelled,medium
4005,Mateo Khan,15,Genderfluid,68186,Online,Vijayawada,Jabalpur,A1,40,1370,3/21/2026,Cancelled,medium
4006,Sofia Tanaka,30,Female,68223,Direct,Vijayawada,Gwalior,A1,38,1358,1/23/2022,Cancelled,medium
4007,Ava Nakamura,10,Polygender,68260,Direct,Vijayawada,Ujjain,S2,60,1346,2/10/2026,Cancelled,medium
4008,Ananya Rao,39,Non-binary,68297,Online,Vijayawada,Rewa,S3,70,1305,3/16/2023,Confirmed,medium
4009,Yuki Nakamura,21,Polygender,68334,Online,Vijayawada,Dhanbad,S3,58,1409,6/4/2024,Cancelled,medium
4010,Ethan Garcia,20,Non-binary,68371,Counter,Vijayawada,Asansol,B2,53,1426,8/27/2025,Cancelled,medium
4011,Mei Smith,80,Bigender,68408,Tatkal,Vijayawada,Jamshedpur,A1,31,1530,6/10/2024,Waiting,medium
4012,Ananya Martin,56,Genderqueer,68445,Tatkal,Vijayawada,Tatanagar,S3,59,1518,7/10/2024,Waiting,medium
4013,Maya Rossi,17,Bigender,68482,Direct,Vijayawada,Gaya,D1,61,1390,8/18/2022,Cancelled,medium
4014,Mateo Kim,69,Genderfluid,68519,Tatkal,Vijayawada,Muzaffarpur,B1,35,1610,4/16/2023,RAC,medium
4015,Sofia Dubois,11,Agender,68556,Direct,Vijayawada,Bhagalpur,S1,5,1569,10/17/2022,Waiting,medium
4016,Mia Smith,30,Female,68593,Counter,Vijayawada,Siliguri,S3,35,1557,8/22/2024,Cancelled,medium
4017,Lucas Singh,71,Polygender,68630,Tatkal,Vijayawada,New Jalpaiguri,S1,19,1748,2/19/2024,Confirmed,high
4018,Mei Patel,53,Agender,68667,Online,Vijayawada,Durgapur,A2,33,1591,12/26/2025,Waiting,medium
4019,Daniel Santos,28,Female,68704,Online,Vijayawada,Howrah,B1,6,1550,7/20/2025,Waiting,medium
4020,Ethan Nielsen,16,Genderfluid,68741,Tatkal,Vijayawada,Malda,B1,56,1538,5/5/2024,Cancelled,medium
4021,Sofia Patel,8,Female,68778,Online,Vijayawada,Panaji,S3,39,1584,1/5/2023,RAC,medium
4022,Ananya Smith,19,Male,68815,Direct,Guntur,Delhi,S2,5,1424,8/26/2023,Waiting,medium
4023,Leo Silva,53,Female,68852,Tatkal,Guntur,New Delhi,B2,52,1557,2/2/2024,Confirmed,medium
4024,Ananya Chen,16,Female,68889,Counter,Guntur,Mumbai,S2,2,1487,6/15/2025,RAC,medium
4025,Ethan Hassan,48,Male,68926,Online,Guntur,Chennai,B1,32,1533,6/19/2022,Confirmed,medium
4026,Rohan Rossi,10,Non-binary,68963,Counter,Guntur,Kolkata,S3,57,1550,2/16/2024,Cancelled,medium
4027,Olivia Dubois,42,Non-binary,69000,Tatkal,Guntur,Bangalore,S3,72,1625,4/16/2023,Cancelled,medium
4028,Arjun Sharma,47,Genderfluid,69037,Tatkal,Guntur,Hyderabad,A2,28,1642,6/22/2024,RAC,medium
4029,Rohan Dubois,37,Genderqueer,69074,Counter,Guntur,Pune,D1,27,1514,7/19/2025,Waiting,medium
4030,Ava Rossi,24,Agender,69111,Online,Guntur,Ahmedabad,S1,8,1676,6/24/2022,Waiting,medium
4031,Omar Martin,8,Agender,69148,Direct,Guntur,Jaipur,D1,63,1606,12/24/2022,RAC,medium
4032,Arjun Martin,15,Polygender,69185,Direct,Guntur,Surat,D1,33,1594,8/14/2023,RAC,medium
4033,Ethan Patel,48,Female,69222,Direct,Guntur,Lucknow,B1,65,1669,8/6/2024,Cancelled,medium
4034,Zara Khan,57,Female,69259,Online,Guntur,Kanpur,A1,13,1657,2/20/2026,Waiting,medium
4035,Valeria Sharma,41,Male,69296,Direct,Guntur,Nagpur,S2,54,1674,1/23/2024,RAC,medium
4036,Daniel Chen,67,Genderfluid,69333,Tatkal,Guntur,Indore,A1,9,1691,3/12/2025,Cancelled,medium
4037,Noah Nakamura,11,Male,69370,Counter,Guntur,Bhopal,S2,46,1708,1/19/2024,RAC,medium
4038,Ethan Chen,58,Male,69407,Counter,Guntur,Patna,A1,5,1696,7/31/2025,Confirmed,medium
4039,Ananya Khan,19,Genderfluid,69444,Direct,Guntur,Ranchi,B1,41,1742,7/31/2025,Waiting,high
4040,Lucas Chen,14,Agender,69481,Online,Guntur,Bhubaneswar,A1,53,1904,11/9/2022,Waiting,high
4041,Ananya Nakamura,12,Agender,69518,Online,Guntur,Cuttack,S1,33,1805,4/7/2023,RAC,high
4042,Mateo Ahmed,52,Agender,69555,Direct,Guntur,Puri,A2,61,1735,2/14/2022,Confirmed,high
4043,Daniel Ahmed,62,Female,69592,Counter,Guntur,Rourkela,S1,57,1868,2/10/2026,Confirmed,high
4044,Lucas Brown,22,Male,69629,Direct,Guntur,Sambalpur,B2,58,1914,6/21/2023,Confirmed,high
4045,Arjun Singh,61,Non-binary,69666,Counter,Guntur,Guwahati,S3,40,1902,12/27/2022,Waiting,high
4046,Nora Nielsen,34,Bigender,69703,Online,Guntur,Dibrugarh,B1,6,1948,12/29/2025,Waiting,high
4047,Ananya Ahmed,40,Non-binary,69740,Direct,Guntur,Agartala,S1,72,1936,9/13/2022,RAC,high
4048,Sofia Dubois,63,Female,69777,Online,Guntur,Silchar,S1,9,1924,9/2/2025,Cancelled,high
4049,Sofia Garcia,74,Polygender,69814,Direct,Guntur,Visakhapatnam,D1,20,2115,4/11/2026,Confirmed,high
4050,Eva Dubois,72,Female,69851,Tatkal,Guntur,Vijayawada,S3,31,2045,3/23/2023,RAC,high
4051,Maya Brown,62,Female,69888,Tatkal,Guntur,Tirupati,D1,55,2004,2/4/2023,Cancelled,high
4052,Yuki Smith,24,Male,69925,Direct,Guntur,Rajahmundry,B1,45,2108,8/23/2025,RAC,high
4053,Kenji Dubois,47,Bigender,69962,Online,Guntur,Warangal,B2,51,2038,8/24/2022,RAC,high
4054,Valeria Tanaka,41,Genderfluid,69999,Direct,Guntur,Nizamabad,S1,8,2084,10/19/2025,Waiting,high
4055,Nora Rossi,58,Male,70036,Direct,Guntur,Coimbatore,A2,64,2130,8/26/2022,Waiting,high
4056,Ava Lee,39,Non-binary,70073,Tatkal,Guntur,Madurai,D1,6,2060,4/24/2023,Waiting,high
4057,Ethan Lopez,24,Polygender,70110,Tatkal,Guntur,Trichy,A2,18,2048,7/8/2023,RAC,high
4058,Mia Sharma,28,Genderqueer,70147,Counter,Guntur,Salem,S2,4,2036,7/18/2023,Confirmed,high
4059,Ishaan Nakamura,25,Bigender,70184,Online,Guntur,Erode,B1,56,2053,12/7/2022,Cancelled,high
4060,Ethan Wilson,32,Male,70221,Direct,Guntur,Tirunelveli,S2,63,2244,11/29/2022,Confirmed,high
4061,Nora Chen,41,Male,70258,Online,Guntur,Thoothukudi,S2,47,2261,2/20/2026,Confirmed,high
4062,Olivia Singh,67,Bigender,70295,Online,Guntur,Vellore,S2,29,2162,1/14/2025,Cancelled,high
4063,Nora Nakamura,11,Genderqueer,70332,Tatkal,Guntur,Kochi,S2,69,2121,1/26/2025,RAC,high
4064,Liam Dubois,39,Genderfluid,70369,Counter,Guntur,Thiruvananthapuram,A1,54,115,2/21/2024,RAC,low
4065,Leo Lopez,8,Polygender,70406,Online,Guntur,Kozhikode,B1,32,2271,1/30/2023,RAC,high
4066,Leo Santos,72,Non-binary,70443,Online,Guntur,Thrissur,S1,15,2259,12/9/2022,Waiting,high
4067,Liam Brown,53,Female,70480,Counter,Guntur,Kollam,S1,67,2218,7/16/2023,Waiting,high
4068,Maya Wilson,36,Genderqueer,70517,Direct,Guntur,Mysore,S2,9,2235,12/5/2023,RAC,high
4069,Valeria Singh,73,Non-binary,70554,Tatkal,Guntur,Mangalore,B2,13,2339,6/23/2023,Cancelled,high
4070,Ethan Kowalski,9,Genderqueer,70591,Tatkal,Guntur,Hubli,B2,67,2240,4/23/2024,Waiting,high
4071,Maya Singh,59,Genderfluid,70628,Counter,Guntur,Belgaum,B1,2,2315,7/16/2025,RAC,high
4072,Ava Dubois,19,Bigender,70665,Direct,Guntur,Davangere,D1,53,2390,11/6/2023,Waiting,high
4073,Zara Khan,55,Non-binary,70702,Tatkal,Guntur,Vadodara,A2,9,2378,12/15/2024,Cancelled,high
4074,Amina Nielsen,35,Genderqueer,70739,Tatkal,Guntur,Rajkot,B2,36,2337,1/29/2025,RAC,high
4075,Aarav Ahmed,75,Genderqueer,70776,Counter,Guntur,Jamnagar,A2,70,2412,9/25/2024,Cancelled,high
4076,Nora Rao,26,Non-binary,70813,Counter,Guntur,Bhavnagar,A2,28,2458,9/30/2022,Confirmed,high
4077,Zara Kim,40,Non-binary,70850,Counter,Guntur,Gandhinagar,A2,64,133,2/7/2023,RAC,low
4078,Zara Nakamura,63,Bigender,70887,Direct,Guntur,Nashik,B1,5,2405,10/10/2022,Waiting,high
4079,Ishaan Hassan,66,Genderqueer,70924,Tatkal,Guntur,Aurangabad,S1,26,138,1/3/2023,Confirmed,low
4080,Mia Martin,45,Non-binary,70961,Counter,Guntur,Kolhapur,A1,49,2497,6/18/2023,RAC,high
4081,Maya Hassan,78,Female,70998,Online,Guntur,Solapur,S1,43,2485,5/6/2025,Waiting,high
4082,Hana Lee,43,Genderfluid,71035,Online,Guntur,Thane,S2,55,2444,11/30/2025,Waiting,high
4083,Ava Lopez,29,Non-binary,71072,Tatkal,Guntur,Navi Mumbai,B2,70,235,1/30/2023,Confirmed,low
4084,Leo Silva,63,Agender,71109,Direct,Guntur,Amravati,S1,71,165,3/25/2026,RAC,low
4085,Maya Tanaka,33,Non-binary,71146,Online,Guntur,Jodhpur,D1,67,153,10/19/2024,Cancelled,low
4086,Rohan Rossi,35,Male,71183,Counter,Guntur,Udaipur,S2,20,170,9/11/2024,RAC,low
4087,Kenji Rossi,49,Agender,71220,Tatkal,Guntur,Ajmer,B2,42,129,5/17/2025,Waiting,low
4088,Ananya Lee,20,Genderfluid,71257,Tatkal,Guntur,Kota,S2,71,117,5/15/2022,RAC,low
4089,Arjun Nielsen,6,Polygender,71294,Counter,Guntur,Bikaner,S2,27,221,5/2/2025,Waiting,low
4090,Eva Garcia,80,Male,71331,Direct,Guntur,Alwar,B1,12,180,4/13/2025,Cancelled,low
4091,Nora Kim,13,Male,71368,Online,Guntur,Varanasi,B2,64,284,8/11/2022,RAC,low
4092,Leo Nielsen,27,Agender,71405,Tatkal,Guntur,Prayagraj,A1,27,330,6/7/2025,Waiting,low
4093,Rohan Singh,78,Female,71442,Tatkal,Guntur,Agra,D1,32,202,3/30/2024,Cancelled,low
4094,Hana Patel,75,Non-binary,71479,Online,Guntur,Meerut,B1,36,277,4/7/2026,Confirmed,low
4095,Amelia Silva,48,Genderqueer,71516,Direct,Guntur,Bareilly,S3,21,352,10/1/2025,RAC,low
4096,Mateo Nakamura,46,Non-binary,71553,Counter,Guntur,Gorakhpur,S1,45,398,5/21/2022,RAC,low
